id,name,type,subscriptionId,resourceGroup,location,sku_name,properties,tags,createdTime
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-00,win-vm-00,microsoft.compute/virtualmachines,11111111-1111-1111-1111-111111111111,rg-demo,eastus,Standard_D4s_v5,"{""storageProfile"": {""osDisk"": {""osType"": ""Windows""}}, ""hardwareProfile"": {""vmSize"": ""Standard_D4s_v5""}, ""licenseType"": """"}","{""env"": ""prod""}",
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-01,win-vm-01,microsoft.compute/virtualmachines,11111111-1111-1111-1111-111111111111,rg-demo,eastus,Standard_D4s_v5,"{""storageProfile"": {""osDisk"": {""osType"": ""Windows""}}, ""hardwareProfile"": {""vmSize"": ""Standard_D4s_v5""}, ""licenseType"": """"}","{""env"": ""prod""}",
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-02,win-vm-02,microsoft.compute/virtualmachines,11111111-1111-1111-1111-111111111111,rg-demo,eastus,Standard_D4s_v5,"{""storageProfile"": {""osDisk"": {""osType"": ""Windows""}}, ""hardwareProfile"": {""vmSize"": ""Standard_D4s_v5""}, ""licenseType"": """"}","{""env"": ""prod""}",
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-03,win-vm-03,microsoft.compute/virtualmachines,11111111-1111-1111-1111-111111111111,rg-demo,eastus,Standard_D4s_v5,"{""storageProfile"": {""osDisk"": {""osType"": ""Windows""}}, ""hardwareProfile"": {""vmSize"": ""Standard_D4s_v5""}, ""licenseType"": """"}","{""env"": ""prod""}",
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-04,win-vm-04,microsoft.compute/virtualmachines,11111111-1111-1111-1111-111111111111,rg-demo,eastus,Standard_D4s_v5,"{""storageProfile"": {""osDisk"": {""osType"": ""Windows""}}, ""hardwareProfile"": {""vmSize"": ""Standard_D4s_v5""}, ""licenseType"": """"}","{""env"": ""prod""}",
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-05,win-vm-05,microsoft.compute/virtualmachines,11111111-1111-1111-1111-111111111111,rg-demo,eastus,Standard_D4s_v5,"{""storageProfile"": {""osDisk"": {""osType"": ""Windows""}}, ""hardwareProfile"": {""vmSize"": ""Standard_D4s_v5""}, ""licenseType"": """"}","{""env"": ""prod""}",
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-06,win-vm-06,microsoft.compute/virtualmachines,11111111-1111-1111-1111-111111111111,rg-demo,eastus,Standard_D4s_v5,"{""storageProfile"": {""osDisk"": {""osType"": ""Windows""}}, ""hardwareProfile"": {""vmSize"": ""Standard_D4s_v5""}, ""licenseType"": """"}","{""env"": ""prod""}",
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-07,win-vm-07,microsoft.compute/virtualmachines,11111111-1111-1111-1111-111111111111,rg-demo,eastus,Standard_D4s_v5,"{""storageProfile"": {""osDisk"": {""osType"": ""Windows""}}, ""hardwareProfile"": {""vmSize"": ""Standard_D4s_v5""}, ""licenseType"": """"}","{""env"": ""prod""}",
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-08,win-vm-08,microsoft.compute/virtualmachines,11111111-1111-1111-1111-111111111111,rg-demo,eastus,Standard_D4s_v5,"{""storageProfile"": {""osDisk"": {""osType"": ""Windows""}}, ""hardwareProfile"": {""vmSize"": ""Standard_D4s_v5""}, ""licenseType"": """"}","{""env"": ""prod""}",
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-09,win-vm-09,microsoft.compute/virtualmachines,11111111-1111-1111-1111-111111111111,rg-demo,eastus,Standard_D4s_v5,"{""storageProfile"": {""osDisk"": {""osType"": ""Windows""}}, ""hardwareProfile"": {""vmSize"": ""Standard_D4s_v5""}, ""licenseType"": """"}","{""env"": ""prod""}",
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-10,win-vm-10,microsoft.compute/virtualmachines,11111111-1111-1111-1111-111111111111,rg-demo,eastus,Standard_D4s_v5,"{""storageProfile"": {""osDisk"": {""osType"": ""Windows""}}, ""hardwareProfile"": {""vmSize"": ""Standard_D4s_v5""}, ""licenseType"": """"}","{""env"": ""prod""}",
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-11,win-vm-11,microsoft.compute/virtualmachines,11111111-1111-1111-1111-111111111111,rg-demo,eastus,Standard_D4s_v5,"{""storageProfile"": {""osDisk"": {""osType"": ""Windows""}}, ""hardwareProfile"": {""vmSize"": ""Standard_D4s_v5""}, ""licenseType"": """"}","{""env"": ""prod""}",
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-12,win-vm-12,microsoft.compute/virtualmachines,11111111-1111-1111-1111-111111111111,rg-demo,eastus,Standard_D4s_v5,"{""storageProfile"": {""osDisk"": {""osType"": ""Windows""}}, ""hardwareProfile"": {""vmSize"": ""Standard_D4s_v5""}, ""licenseType"": """"}","{""env"": ""prod""}",
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-13,win-vm-13,microsoft.compute/virtualmachines,11111111-1111-1111-1111-111111111111,rg-demo,eastus,Standard_D4s_v5,"{""storageProfile"": {""osDisk"": {""osType"": ""Windows""}}, ""hardwareProfile"": {""vmSize"": ""Standard_D4s_v5""}, ""licenseType"": """"}","{""env"": ""prod""}",
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-14,win-vm-14,microsoft.compute/virtualmachines,11111111-1111-1111-1111-111111111111,rg-demo,eastus,Standard_D4s_v5,"{""storageProfile"": {""osDisk"": {""osType"": ""Windows""}}, ""hardwareProfile"": {""vmSize"": ""Standard_D4s_v5""}, ""licenseType"": """"}","{""env"": ""prod""}",
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-15,win-vm-15,microsoft.compute/virtualmachines,11111111-1111-1111-1111-111111111111,rg-demo,eastus,Standard_D4s_v5,"{""storageProfile"": {""osDisk"": {""osType"": ""Windows""}}, ""hardwareProfile"": {""vmSize"": ""Standard_D4s_v5""}, ""licenseType"": """"}","{""env"": ""prod""}",
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-16,win-vm-16,microsoft.compute/virtualmachines,11111111-1111-1111-1111-111111111111,rg-demo,eastus,Standard_D4s_v5,"{""storageProfile"": {""osDisk"": {""osType"": ""Windows""}}, ""hardwareProfile"": {""vmSize"": ""Standard_D4s_v5""}, ""licenseType"": """"}","{""env"": ""prod""}",
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-17,win-vm-17,microsoft.compute/virtualmachines,11111111-1111-1111-1111-111111111111,rg-demo,eastus,Standard_D4s_v5,"{""storageProfile"": {""osDisk"": {""osType"": ""Windows""}}, ""hardwareProfile"": {""vmSize"": ""Standard_D4s_v5""}, ""licenseType"": """"}","{""env"": ""prod""}",
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-18,win-vm-18,microsoft.compute/virtualmachines,11111111-1111-1111-1111-111111111111,rg-demo,eastus,Standard_D4s_v5,"{""storageProfile"": {""osDisk"": {""osType"": ""Windows""}}, ""hardwareProfile"": {""vmSize"": ""Standard_D4s_v5""}, ""licenseType"": """"}","{""env"": ""prod""}",
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-19,win-vm-19,microsoft.compute/virtualmachines,11111111-1111-1111-1111-111111111111,rg-demo,eastus,Standard_D4s_v5,"{""storageProfile"": {""osDisk"": {""osType"": ""Windows""}}, ""hardwareProfile"": {""vmSize"": ""Standard_D4s_v5""}, ""licenseType"": """"}","{""env"": ""prod""}",
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-20,win-vm-20,microsoft.compute/virtualmachines,11111111-1111-1111-1111-111111111111,rg-demo,eastus,Standard_D4s_v5,"{""storageProfile"": {""osDisk"": {""osType"": ""Windows""}}, ""hardwareProfile"": {""vmSize"": ""Standard_D4s_v5""}, ""licenseType"": ""Windows_Server""}","{""env"": ""prod""}",
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-21,win-vm-21,microsoft.compute/virtualmachines,11111111-1111-1111-1111-111111111111,rg-demo,eastus,Standard_D4s_v5,"{""storageProfile"": {""osDisk"": {""osType"": ""Windows""}}, ""hardwareProfile"": {""vmSize"": ""Standard_D4s_v5""}, ""licenseType"": ""Windows_Server""}","{""env"": ""prod""}",
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-22,win-vm-22,microsoft.compute/virtualmachines,11111111-1111-1111-1111-111111111111,rg-demo,eastus,Standard_D4s_v5,"{""storageProfile"": {""osDisk"": {""osType"": ""Windows""}}, ""hardwareProfile"": {""vmSize"": ""Standard_D4s_v5""}, ""licenseType"": ""Windows_Server""}","{""env"": ""prod""}",
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-23,win-vm-23,microsoft.compute/virtualmachines,11111111-1111-1111-1111-111111111111,rg-demo,eastus,Standard_D4s_v5,"{""storageProfile"": {""osDisk"": {""osType"": ""Windows""}}, ""hardwareProfile"": {""vmSize"": ""Standard_D4s_v5""}, ""licenseType"": ""Windows_Server""}","{""env"": ""prod""}",
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-24,win-vm-24,microsoft.compute/virtualmachines,11111111-1111-1111-1111-111111111111,rg-demo,eastus,Standard_D4s_v5,"{""storageProfile"": {""osDisk"": {""osType"": ""Windows""}}, ""hardwareProfile"": {""vmSize"": ""Standard_D4s_v5""}, ""licenseType"": ""Windows_Server""}","{""env"": ""prod""}",
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-25,win-vm-25,microsoft.compute/virtualmachines,11111111-1111-1111-1111-111111111111,rg-demo,eastus,Standard_D4s_v5,"{""storageProfile"": {""osDisk"": {""osType"": ""Windows""}}, ""hardwareProfile"": {""vmSize"": ""Standard_D4s_v5""}, ""licenseType"": ""Windows_Server""}","{""env"": ""prod""}",
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-26,win-vm-26,microsoft.compute/virtualmachines,11111111-1111-1111-1111-111111111111,rg-demo,eastus,Standard_D4s_v5,"{""storageProfile"": {""osDisk"": {""osType"": ""Windows""}}, ""hardwareProfile"": {""vmSize"": ""Standard_D4s_v5""}, ""licenseType"": ""Windows_Server""}","{""env"": ""prod""}",
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-27,win-vm-27,microsoft.compute/virtualmachines,11111111-1111-1111-1111-111111111111,rg-demo,eastus,Standard_D4s_v5,"{""storageProfile"": {""osDisk"": {""osType"": ""Windows""}}, ""hardwareProfile"": {""vmSize"": ""Standard_D4s_v5""}, ""licenseType"": ""Windows_Server""}","{""env"": ""prod""}",
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-28,win-vm-28,microsoft.compute/virtualmachines,11111111-1111-1111-1111-111111111111,rg-demo,eastus,Standard_D4s_v5,"{""storageProfile"": {""osDisk"": {""osType"": ""Windows""}}, ""hardwareProfile"": {""vmSize"": ""Standard_D4s_v5""}, ""licenseType"": ""Windows_Server""}","{""env"": ""prod""}",
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/virtualMachines/win-vm-29,win-vm-29,microsoft.compute/virtualmachines,11111111-1111-1111-1111-111111111111,rg-demo,eastus,Standard_D4s_v5,"{""storageProfile"": {""osDisk"": {""osType"": ""Windows""}}, ""hardwareProfile"": {""vmSize"": ""Standard_D4s_v5""}, ""licenseType"": ""Windows_Server""}","{""env"": ""prod""}",
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.SqlVirtualMachine/sqlVirtualMachines/sql-vm-00,sql-vm-00,microsoft.sqlvirtualmachine/sqlvirtualmachines,11111111-1111-1111-1111-111111111111,rg-demo,eastus,,"{""sqlServerLicenseType"": ""PAYG""}","{""env"": ""prod""}",
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.SqlVirtualMachine/sqlVirtualMachines/sql-vm-01,sql-vm-01,microsoft.sqlvirtualmachine/sqlvirtualmachines,11111111-1111-1111-1111-111111111111,rg-demo,eastus,,"{""sqlServerLicenseType"": ""PAYG""}","{""env"": ""prod""}",
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.SqlVirtualMachine/sqlVirtualMachines/sql-vm-02,sql-vm-02,microsoft.sqlvirtualmachine/sqlvirtualmachines,11111111-1111-1111-1111-111111111111,rg-demo,eastus,,"{""sqlServerLicenseType"": ""PAYG""}","{""env"": ""prod""}",
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.SqlVirtualMachine/sqlVirtualMachines/sql-vm-03,sql-vm-03,microsoft.sqlvirtualmachine/sqlvirtualmachines,11111111-1111-1111-1111-111111111111,rg-demo,eastus,,"{""sqlServerLicenseType"": ""PAYG""}","{""env"": ""prod""}",
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.SqlVirtualMachine/sqlVirtualMachines/sql-vm-04,sql-vm-04,microsoft.sqlvirtualmachine/sqlvirtualmachines,11111111-1111-1111-1111-111111111111,rg-demo,eastus,,"{""sqlServerLicenseType"": ""PAYG""}","{""env"": ""prod""}",
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.SqlVirtualMachine/sqlVirtualMachines/sql-vm-05,sql-vm-05,microsoft.sqlvirtualmachine/sqlvirtualmachines,11111111-1111-1111-1111-111111111111,rg-demo,eastus,,"{""sqlServerLicenseType"": ""PAYG""}","{""env"": ""prod""}",
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.SqlVirtualMachine/sqlVirtualMachines/sql-vm-06,sql-vm-06,microsoft.sqlvirtualmachine/sqlvirtualmachines,11111111-1111-1111-1111-111111111111,rg-demo,eastus,,"{""sqlServerLicenseType"": ""PAYG""}","{""env"": ""prod""}",
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.SqlVirtualMachine/sqlVirtualMachines/sql-vm-07,sql-vm-07,microsoft.sqlvirtualmachine/sqlvirtualmachines,11111111-1111-1111-1111-111111111111,rg-demo,eastus,,"{""sqlServerLicenseType"": ""PAYG""}","{""env"": ""prod""}",
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.SqlVirtualMachine/sqlVirtualMachines/sql-vm-08,sql-vm-08,microsoft.sqlvirtualmachine/sqlvirtualmachines,11111111-1111-1111-1111-111111111111,rg-demo,eastus,,"{""sqlServerLicenseType"": ""PAYG""}","{""env"": ""prod""}",
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.SqlVirtualMachine/sqlVirtualMachines/sql-vm-09,sql-vm-09,microsoft.sqlvirtualmachine/sqlvirtualmachines,11111111-1111-1111-1111-111111111111,rg-demo,eastus,,"{""sqlServerLicenseType"": ""PAYG""}","{""env"": ""prod""}",
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.SqlVirtualMachine/sqlVirtualMachines/sql-vm-10,sql-vm-10,microsoft.sqlvirtualmachine/sqlvirtualmachines,11111111-1111-1111-1111-111111111111,rg-demo,eastus,,"{""sqlServerLicenseType"": ""AHUB""}","{""env"": ""prod""}",
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.SqlVirtualMachine/sqlVirtualMachines/sql-vm-11,sql-vm-11,microsoft.sqlvirtualmachine/sqlvirtualmachines,11111111-1111-1111-1111-111111111111,rg-demo,eastus,,"{""sqlServerLicenseType"": ""AHUB""}","{""env"": ""prod""}",
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.SqlVirtualMachine/sqlVirtualMachines/sql-vm-12,sql-vm-12,microsoft.sqlvirtualmachine/sqlvirtualmachines,11111111-1111-1111-1111-111111111111,rg-demo,eastus,,"{""sqlServerLicenseType"": ""AHUB""}","{""env"": ""prod""}",
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.SqlVirtualMachine/sqlVirtualMachines/sql-vm-13,sql-vm-13,microsoft.sqlvirtualmachine/sqlvirtualmachines,11111111-1111-1111-1111-111111111111,rg-demo,eastus,,"{""sqlServerLicenseType"": ""AHUB""}","{""env"": ""prod""}",
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.SqlVirtualMachine/sqlVirtualMachines/sql-vm-14,sql-vm-14,microsoft.sqlvirtualmachine/sqlvirtualmachines,11111111-1111-1111-1111-111111111111,rg-demo,eastus,,"{""sqlServerLicenseType"": ""AHUB""}","{""env"": ""prod""}",
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/disks/orphan-disk-00,orphan-disk-00,microsoft.compute/disks,11111111-1111-1111-1111-111111111111,rg-demo,eastus,Premium_LRS,"{""diskState"": ""Unattached"", ""diskSizeGB"": 1024}",{},
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/disks/orphan-disk-01,orphan-disk-01,microsoft.compute/disks,11111111-1111-1111-1111-111111111111,rg-demo,eastus,Premium_LRS,"{""diskState"": ""Unattached"", ""diskSizeGB"": 1024}",{},
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/disks/orphan-disk-02,orphan-disk-02,microsoft.compute/disks,11111111-1111-1111-1111-111111111111,rg-demo,eastus,Premium_LRS,"{""diskState"": ""Unattached"", ""diskSizeGB"": 1024}",{},
/subscriptions/11111111-1111-1111-1111-111111111111/resourceGroups/rg-demo/providers/Microsoft.Compute/disks/orphan-disk-03,orphan-disk-03,microsoft.compute/disks,11111111-1111-1111-1111-111111111111,rg-demo,eastus,Premium_LRS,"{""diskState"": ""Unattached"", ""diskSizeGB"": 1024}",{},
