workspaceId,usageDate,dataType,gbIngested,isBillable
ws-001,2026-01-17,SecurityEvent,25.182407646389148,True
ws-001,2026-01-17,Syslog,22.686557240785195,True
ws-001,2026-01-17,AzureActivity,16.18619634422784,True
ws-001,2026-01-17,AppEvents,7.682971899074754,True
ws-001,2026-01-18,SecurityEvent,23.243088929787366,True
ws-001,2026-01-18,Syslog,21.939789116962316,True
ws-001,2026-01-18,AzureActivity,14.997546497443007,True
ws-001,2026-01-18,AppEvents,9.556109472711748,True
ws-001,2026-01-19,SecurityEvent,24.962509751978175,True
ws-001,2026-01-19,Syslog,18.13115078786066,True
ws-001,2026-01-19,AzureActivity,16.09960675368938,True
ws-001,2026-01-19,AppEvents,8.030443241369095,True
ws-001,2026-01-20,SecurityEvent,24.334104831001312,True
ws-001,2026-01-20,Syslog,21.81485436783744,True
ws-001,2026-01-20,AzureActivity,16.14631869768217,True
ws-001,2026-01-20,AppEvents,9.529550191205287,True
ws-001,2026-01-21,SecurityEvent,22.723206019505728,True
ws-001,2026-01-21,Syslog,22.02547140011535,True
ws-001,2026-01-21,AzureActivity,12.46129044012158,True
ws-001,2026-01-21,AppEvents,10.683521398647851,True
ws-001,2026-01-22,SecurityEvent,25.1613004205863,True
ws-001,2026-01-22,Syslog,18.60656526290159,True
ws-001,2026-01-22,AzureActivity,12.219785783632679,True
ws-001,2026-01-22,AppEvents,12.087308334353967,True
ws-001,2026-01-23,SecurityEvent,23.862833754237613,True
ws-001,2026-01-23,Syslog,20.612307764655075,True
ws-001,2026-01-23,AzureActivity,12.337693970322874,True
ws-001,2026-01-23,AppEvents,9.857329756284745,True
ws-001,2026-01-24,SecurityEvent,22.980053183497933,True
ws-001,2026-01-24,Syslog,19.14354288949378,True
ws-001,2026-01-24,AzureActivity,13.775121213714995,True
ws-001,2026-01-24,AppEvents,10.095331152224166,True
ws-001,2026-01-25,SecurityEvent,23.997449658968545,True
ws-001,2026-01-25,Syslog,18.3494447175449,True
ws-001,2026-01-25,AzureActivity,16.169067550648656,True
ws-001,2026-01-25,AppEvents,12.422832204447054,True
ws-001,2026-01-26,SecurityEvent,26.921973386447494,True
ws-001,2026-01-26,Syslog,18.406520084146372,True
ws-001,2026-01-26,AzureActivity,15.586211707460997,True
ws-001,2026-01-26,AppEvents,10.51597956783289,True
ws-001,2026-01-27,SecurityEvent,26.551026470848846,True
ws-001,2026-01-27,Syslog,17.74197412221798,True
ws-001,2026-01-27,AzureActivity,14.890974544761093,True
ws-001,2026-01-27,AppEvents,8.670709952675871,True
ws-001,2026-01-28,SecurityEvent,26.395107264123585,True
ws-001,2026-01-28,Syslog,20.622539846544754,True
ws-001,2026-01-28,AzureActivity,12.924762911148365,True
ws-001,2026-01-28,AppEvents,12.464656307793705,True
ws-001,2026-01-29,SecurityEvent,26.663174284744592,True
ws-001,2026-01-29,Syslog,22.35185681322332,True
ws-001,2026-01-29,AzureActivity,12.635048364309014,True
ws-001,2026-01-29,AppEvents,11.852331859126496,True
ws-001,2026-01-30,SecurityEvent,22.418439082814462,True
ws-001,2026-01-30,Syslog,20.601193310345586,True
ws-001,2026-01-30,AzureActivity,16.438599997055057,True
ws-001,2026-01-30,AppEvents,8.936027566685592,True
ws-001,2026-01-31,SecurityEvent,27.28350766948614,True
ws-001,2026-01-31,Syslog,17.40061320197658,True
ws-001,2026-01-31,AzureActivity,16.434323825376154,True
ws-001,2026-01-31,AppEvents,12.888729001725995,True
ws-001,2026-02-01,SecurityEvent,27.69208060941722,True
ws-001,2026-02-01,Syslog,18.524364732149458,True
ws-001,2026-02-01,AzureActivity,14.96118614976017,True
ws-001,2026-02-01,AppEvents,9.525831039161844,True
ws-001,2026-02-02,SecurityEvent,23.077024887707992,True
ws-001,2026-02-02,Syslog,22.610349913222805,True
ws-001,2026-02-02,AzureActivity,16.913402916634755,True
ws-001,2026-02-02,AppEvents,12.948746257224553,True
ws-001,2026-02-03,SecurityEvent,26.24001049345149,True
ws-001,2026-02-03,Syslog,19.434896415968154,True
ws-001,2026-02-03,AzureActivity,12.223935937353117,True
ws-001,2026-02-03,AppEvents,11.177281016498803,True
ws-001,2026-02-04,SecurityEvent,24.370989809927536,True
ws-001,2026-02-04,Syslog,20.428689938704707,True
ws-001,2026-02-04,AzureActivity,13.566720904022791,True
ws-001,2026-02-04,AppEvents,8.549247999385052,True
ws-001,2026-02-05,SecurityEvent,26.948887625690215,True
ws-001,2026-02-05,Syslog,21.339967330063597,True
ws-001,2026-02-05,AzureActivity,15.329152342007568,True
ws-001,2026-02-05,AppEvents,8.910034175235964,True
ws-001,2026-02-06,SecurityEvent,22.56289613160273,True
ws-001,2026-02-06,Syslog,19.337670782996476,True
ws-001,2026-02-06,AzureActivity,16.655885207029637,True
ws-001,2026-02-06,AppEvents,10.618646468625728,True
ws-001,2026-02-07,SecurityEvent,22.052061761681273,True
ws-001,2026-02-07,Syslog,21.630874803706096,True
ws-001,2026-02-07,AzureActivity,14.82176017453443,True
ws-001,2026-02-07,AppEvents,9.399656915127476,True
ws-001,2026-02-08,SecurityEvent,25.968865159312415,True
ws-001,2026-02-08,Syslog,19.026049439989183,True
ws-001,2026-02-08,AzureActivity,17.747598973889456,True
ws-001,2026-02-08,AppEvents,7.27684874760861,True
ws-001,2026-02-09,SecurityEvent,25.522859696834487,True
ws-001,2026-02-09,Syslog,21.174581110251033,True
ws-001,2026-02-09,AzureActivity,13.835123078332654,True
ws-001,2026-02-09,AppEvents,12.291575705480273,True
ws-001,2026-02-10,SecurityEvent,25.475769096838505,True
ws-001,2026-02-10,Syslog,19.788883423907073,True
ws-001,2026-02-10,AzureActivity,15.777826500426162,True
ws-001,2026-02-10,AppEvents,12.487998696984938,True
ws-001,2026-02-11,SecurityEvent,22.19266269634977,True
ws-001,2026-02-11,Syslog,22.911628935452924,True
ws-001,2026-02-11,AzureActivity,15.667673734069691,True
ws-001,2026-02-11,AppEvents,12.197461925857155,True
ws-001,2026-02-12,SecurityEvent,26.215709229153894,True
ws-001,2026-02-12,Syslog,19.765413529431306,True
ws-001,2026-02-12,AzureActivity,15.81630696846842,True
ws-001,2026-02-12,AppEvents,12.352211886116079,True
ws-001,2026-02-13,SecurityEvent,23.97173224318849,True
ws-001,2026-02-13,Syslog,22.674248297233937,True
ws-001,2026-02-13,AzureActivity,17.554375697357102,True
ws-001,2026-02-13,AppEvents,9.511222276112143,True
ws-001,2026-02-14,SecurityEvent,25.04933364977115,True
ws-001,2026-02-14,Syslog,17.399255344749008,True
ws-001,2026-02-14,AzureActivity,13.237174505701331,True
ws-001,2026-02-14,AppEvents,12.777946604268255,True
ws-001,2026-02-15,SecurityEvent,24.822811224703912,True
ws-001,2026-02-15,Syslog,22.605833266472473,True
ws-001,2026-02-15,AzureActivity,14.716927574371525,True
ws-001,2026-02-15,AppEvents,9.869314314085717,True
ws-001,2026-02-16,SecurityEvent,22.81651261989879,True
ws-001,2026-02-16,Syslog,19.87293077961485,True
ws-001,2026-02-16,AzureActivity,13.358177469966371,True
ws-001,2026-02-16,AppEvents,8.762405558286055,True
ws-001,2026-02-17,SecurityEvent,22.067230986342455,True
ws-001,2026-02-17,Syslog,22.519289814543413,True
ws-001,2026-02-17,AzureActivity,13.833779460159128,True
ws-001,2026-02-17,AppEvents,10.902737461253293,True
ws-001,2026-02-18,SecurityEvent,25.878035925510645,True
ws-001,2026-02-18,Syslog,21.409851708307144,True
ws-001,2026-02-18,AzureActivity,17.67057856635926,True
ws-001,2026-02-18,AppEvents,7.56434570349807,True
ws-001,2026-02-19,SecurityEvent,25.700376250976795,True
ws-001,2026-02-19,Syslog,22.277354275818734,True
